gene_name,TM_PC,TM_D14,TM_D21,TM_D28,TM_D42_D14P1
RAN,3740,9138,10452,3702,2613
OGT,1380,8770,13031,4115,3183
CD44,988,10025,18523,4718,5556
EIF2S2,3448,8509,13139,4364,3459
RPL24,3692,7684,11075,5176,3642
PARVA,2526,10298,15773,6575,4183
USP22,4639,8873,14521,4808,3591
SLC39A14,2484,4461,4118,1587,1051
PEA15,3997,10529,14293,4706,3350
CD109,7406,11916,13902,5602,3340
SF3B1,3492,10606,12533,4640,3444
KLF6,2442,11163,17835,5399,7024
FKBP8,4182,7964,13379,4978,4575
PTGFRN,3080,8193,11471,5518,2724
PXDN,5443,12852,12083,5229,4873
PLXND1,6944,12644,14361,4126,2082
B4GALT1,2374,10193,11279,5314,2885
MIF,4938,5368,9477,3294,2196
PAPOLA,3689,8362,11849,4012,2288
HNRNPM,4296,11338,12282,3761,3016
PRDX6,1514,9909,20061,5539,4821
APOE,4714,8813,7369,2372,1127
LRP10,3987,9380,15885,5001,5613
RPL36,4329,8166,13931,5894,3382
SELENON,5561,9172,13906,6462,4005
BCL9L,2693,8345,11451,4956,3330
C1QTNF6,16619,6742,10977,4412,3305
FYN,3175,6955,10936,3663,2325
TSPAN11,3022,8298,13662,6981,3456
SAR1A,4597,8999,11603,5348,3510
ITM2C,8356,7275,11311,5439,3590
SARAF,2108,7601,13927,5117,4156
SEPTIN2,4651,10104,12543,5156,3410
OLFML3,11835,7907,11983,3989,2389
BAG6,4115,7398,11291,3787,3726
HNRNPF,4039,7987,13506,4246,3571
CHI3L1,236,6844,11162,1693,646
OSMR,1240,8258,10358,5426,2310
TBL1X,2916,10828,14413,5710,4029
TMEM119,8855,6262,7402,5159,2915
CDV3,2803,8622,13443,3583,2570
ARPC2,2465,9315,12809,4478,3648
ATP2A2,2780,8716,9438,3152,2013
ND3,5210,5319,5217,2106,1847
SLC1A5,3527,9593,11694,5160,4425
SLC25A3,2980,9043,13279,4372,3588
MYH3,76,28534,9209,4266,0
PCK2,1594,10623,16108,5821,5280
SEPTIN8,2158,9097,14802,5542,3338
HNRNPAB,2677,8343,9630,3026,2170
NCSTN,4853,7305,15714,6296,4838
ACLY,3348,6876,7928,2165,3967
FUS,4805,8074,9652,3274,2150
CRTAP,5968,7272,12954,4887,3533
EFEMP2,2695,7921,15821,7927,3979
ACTA1,7091,20147,8096,4078,5
PTPRM,1835,9829,16300,7094,6577
SRSF3,3179,7986,10636,3140,2456
CS,3182,10410,14809,4889,3865
PTPRS,5885,7295,9115,4095,3379
SETD7,4122,8417,11604,4572,3229
DNAJC10,3013,10293,13731,4574,2940
RNF10,3202,8580,14474,5646,3726
CD248,1762,12070,10747,7355,2360
SERF2,6779,7477,12697,3945,3474
MKNK2,1395,11130,18160,6522,3763
RTL5,1321,7508,12030,4641,3728
NAA50,2433,6866,8209,3019,1854
GNB1,3918,8258,13443,5216,4035
H1-10,5838,6758,13811,3757,3929
LTBP3,2522,8073,9978,5563,4025
MOB1A,3353,8835,12026,3912,2535
C1R,966,4305,8029,4964,262
NES,5596,19602,11768,4437,1851
DNAJC3,2778,9489,14431,4913,2929
PIEZO1,3867,8315,10723,3002,2814
TXN,1075,9409,14635,4727,4652
SNX18,3073,6499,10519,5024,2806
RPS13,2734,7606,12690,5011,3361
SKI,4402,8396,12731,5592,4944
ERGIC1,3978,7270,14754,5560,3737
NUPR1,4255,7267,11913,5064,5060
KIF1C,2684,7691,12482,4849,3930
EIF3E,3614,7931,12577,5037,3716
TJP1,2501,12804,16597,4983,3663
MRFAP1,2208,7196,10546,3511,2748
PRRC2C,3897,10696,12200,3443,2688
LRRC58,3068,8181,9932,3654,2324
DZIP1,1794,8934,11788,6100,3455
COL9A2,32486,418,1099,296,307
CD74,5429,6553,4686,1393,79
UBR4,2526,13275,16896,4239,3066
LOC479600,2930,8482,12433,6334,4754
TM9SF2,3349,7900,11904,5090,4335
EIF3B,4416,6452,11067,3436,2949
PDE4DIPP2,2082,10613,13082,5784,3233
PFN2,6460,4945,9411,3269,3034
CERCAM,2845,8552,15592,7044,4789
BICC1,2650,8872,15539,5949,4647
ANKRD11,2355,9340,11641,3830,3372
SDC4,2061,6181,11094,3751,2462
TUBB4B,2478,10206,12857,3537,2155
SLC29A1,5046,9508,12081,4359,4121
SEC16A,3586,10916,12794,4515,3296
GALNT2,3796,8056,15752,4882,3346
BZW1,2549,9624,12651,3990,3007
UTRN,3651,13183,14560,4543,2998
RPS29,4023,4794,10177,4902,3271
RPS28,4350,6434,12011,5814,3413
ENAH,4319,6307,9857,3009,2214
AIDA,1277,11057,15469,6384,3583
CUL4A,2592,6971,8212,3175,2121
TNPO1,2116,10663,14032,4508,2812
KIAA0930,5241,6228,12223,3623,3399
TMEM47,3954,8429,16889,6129,3689
FMNL3,3489,10876,13455,5253,4660
RAD23B,2467,8323,11139,4769,3436
SF3B3,3115,7483,8347,2898,2084
FLII,3160,7684,11706,3786,3250
CSF1,1192,7995,12572,5300,2879
SBF1,3002,7656,12929,3641,3849
GABARAP,4428,8499,13991,5184,4106
GALNT1,4544,8490,11590,5097,2944
ADD1,1677,8496,13247,4996,3720
ATN1,2705,7839,9322,4334,3101
LOC482977,2106,9062,14852,4876,3425
KCTD3,2071,6968,7364,3083,2131
LOC100687749,2951,6068,10758,4289,2888
CDK4,4156,7136,11889,3930,2659
ARHGEF40,2769,9535,13877,4483,4658
PLCG1,5206,6494,9174,3352,2111
PRRC2B,2658,8547,12673,4989,3238
ARL4C,1022,13552,15130,3755,1765
EMP3,2286,8961,14165,5486,4875
NOP53,2487,8007,14391,6013,3875
CREB3L2,1842,9546,11837,5674,3966
DBN1,3802,8782,10211,3695,3252
TUBA1C,1487,10246,13748,3062,1951
YBX3,1199,8277,14789,6462,5299
TTYH3,5485,8020,14273,4628,2263
TOP2B,4150,8178,10641,3492,2119
BCAT1,1541,11373,14477,4368,3075
P3H4,7435,6737,10050,3778,3318
CCL2,290,4441,7645,2031,884
RPL22,2376,3989,6364,2992,1960
SLC22A17,5211,8656,13297,3869,2332
TSPAN3,2864,7140,11062,4223,2912
TRIP12,3094,9557,10858,4441,2528
BTF3,3641,6998,12538,4697,3857
LIMA1,3244,10103,13355,5069,2956
IMPDH2,1264,9200,16435,6465,3862
SSR1,2988,7002,9207,3679,2220
CIC,5960,8344,10147,3859,3374
HNRNPDL,4565,8869,11097,3459,3216
MAPK1,1842,10379,14423,5161,3204
SF1,2309,8101,10444,3954,2690
SLC20A1,983,10967,12026,4604,3309
GNAI3,4046,6498,9967,3966,3231
SPON2,3731,6949,16851,6063,4090
ATP6V1G1,1663,7248,13031,4265,3021
PDCD6IP,2404,9012,12776,4614,3113
HSPB6,5418,7179,10953,5814,4596
PPP2R1A,2739,7177,9477,3943,3075
SAMD4B,4882,8635,12895,4607,2852
KLC1,2544,8808,10666,3306,3067
NPC2,2396,6629,14931,4423,3823
TEAD1,1553,10047,10970,4620,2875
CMSS1,5459,4640,6511,6971,6479
VARS1,3555,8934,10042,2923,2687
IPO7,2032,10218,12019,4005,2680
UBE2D3,3045,6869,10381,3996,3025
VEGFA,2421,5297,7430,2500,1854
DLA-12,2605,6923,10881,3692,2050
CALM3,2750,7274,12137,3963,2197
HNRNPA1,3557,7794,9700,3845,2750
VDAC2,3736,6085,8637,2917,2580
FMOD,3347,4339,10730,9652,7741
CAVIN3,2176,9416,13687,4603,3890
HCFC1,2794,9635,11473,3158,2510
U2AF2,3207,7014,10080,3508,2225
LMAN2,1977,6988,10228,3199,2298
CCT3,3044,8383,10689,3591,3285
SLC39A7,5244,6140,7649,3033,2643
TNRC18,4662,7479,10103,3412,3242
CAPZB,3121,8734,13636,4339,4001
ADCY7,414,10229,12352,4956,4219
PHLDA3,1028,9445,14493,5980,3949
PSMA7,3472,5792,8266,3311,2449
BET1L,2424,7744,12493,4533,3655
MORF4L1,1715,8043,11856,4377,3149
KDELR1,3716,5999,10580,4230,3514
CHPF,7779,5101,6799,3327,1764
CLIP1,992,8441,11456,3761,3190
AP3D1,3412,7624,11957,4060,3130
LOC102155800,2937,5442,10306,4028,2822
PIGT,5463,6727,9573,4202,2997
RPS27,4148,5327,9589,4826,3039
RAB7A,2586,7355,13728,4340,3576
UGGT1,3291,8170,10328,3250,1957
MAN2A1,1845,9684,13509,4078,1839
ZYX,1548,10393,15711,4553,4260
EIF4A2,1591,8316,11026,4084,2801
AQP1,4128,9525,17397,6729,7419
SEMA3C,1427,6841,10958,6734,4116
IPO5,2460,7645,11197,3494,2486
RBM39,2981,5783,8320,3196,2407
CBX5,3266,7988,9051,2653,1872
TWSG1,2200,6710,12902,4885,2944
RPL37,4138,4358,7013,3992,3098
SGCD,3710,7854,10172,5004,3337
EIF3H,3933,5303,9107,3648,2773
CREG1,1548,6975,17505,3518,2451
TAX1BP3,2268,7683,14532,4932,4191
NEK9,1782,7487,10262,3926,2158
FADS1,1127,6085,10573,2042,3685
DOCK1,2284,9246,13860,5209,3404
PTPN21,2091,8918,13537,5077,3948
XG,2575,7078,16838,5436,4979
JUN,2577,6204,8104,2581,2231
CRISPLD2,10913,3394,2900,1005,557
CCT6A,2435,7216,10552,3145,2389
YME1L1,2850,8134,10387,4228,2756
CAPN1,1370,8578,13482,5468,4634
CAND1,2394,7666,9665,3559,2309
DLA88,3722,6104,9026,3098,1281
PGRMC1,2838,7296,10901,4153,3267
LOC480914,3596,8519,15111,4105,5526
NFATC1,2914,7314,11604,4073,3975
FOXO3,2857,6194,10672,4493,4673
ATP6AP2,2659,6784,12340,4213,3285
BPI,777,8863,16086,2029,667
PRKCA,1325,7060,11200,5489,3127
ENDOD1,1284,10033,15484,4430,3720
GSPT1,2839,8309,11018,3108,2460
MYO5A,1822,10373,14934,2995,2235
MAN1A1,2768,7425,13661,4960,2312
ASAP1,4349,7948,11117,3476,2604
AFF4,2042,8763,8566,3362,2798
RHOC,3609,6104,10595,3803,3135
AK4,2212,4811,7252,3128,1769
LRPAP1,2633,5939,8862,3474,1857
SFPQ,3190,7444,8973,2585,1708
FXR1,799,4086,5441,2078,1484
IDS,3106,8006,12857,4597,2800
ALDH1L2,1705,9475,12578,4478,3124
DKK3,2768,7885,15170,6235,5714
BRD4,2366,7739,9313,3425,2227
TMED9,2668,6563,8677,3739,2760
ATXN2L,3652,5776,9260,3282,2792
CA12,406,7213,12400,3162,2875
KARS1,2684,7899,13072,4830,3466
SELENOF,3746,5273,8440,2783,2435
PAFAH1B1,2034,9176,10538,3940,2649
KDELR3,4701,6719,11008,3838,2887
DCTN1,2283,6690,11702,3934,3366
COPB1,2292,8054,9865,4205,2910
UPP1,730,8500,15820,5409,5190
MCL1,1765,7991,11739,4382,3746
HMOX1,731,8366,15857,4585,2437
ANTXR2,5840,8620,11903,4350,2718
RAB6A,1804,8320,10171,4462,3276
GPAA1,6000,5356,11041,3442,2806
MFAP5,227,6609,13725,5665,4110
OS9,4924,6247,9374,4328,3005
ANXA8L1,249,9147,11972,4949,4875
TOP2A,3541,7430,12213,1521,674
FAM20C,2955,7123,10208,4849,3488
TCP1,2804,7330,9572,2949,2465
TMEM109,2111,7697,10694,3568,2760
SEC24D,2778,9261,10170,3898,3019
BCAP31,3638,5713,10403,3564,2787
MMP3,473,321,658,126,380
PTK7,4834,6081,7763,3215,4069
SURF4,3578,6017,9985,4001,2970
TGFB3,1634,12198,10603,4547,3968
LOC476816,1493,6735,10827,5343,2797
SEPTIN7,3581,6719,9203,3797,2278
LPCAT1,4685,2394,5088,1601,1250
DYNC1LI2,3225,7671,10354,3823,2315
CBX3,3577,6193,9772,3035,2531
PLEKHB2,2067,6552,9581,3225,2279
NABP2,2704,6987,11101,3732,2798
SRSF11,3779,5973,8095,2691,2089
HNRNPA0,2021,7021,7603,3101,2164
RAC1,3844,7001,10301,3143,2820
RPS6KA2,1444,9688,15185,3906,3528
STAB1,1982,9982,18330,1331,541
WDR82,2008,7941,10464,3837,2889
CCT4,1906,5760,9997,3376,2528
JPT2,3704,6689,9808,3042,2430
TBC1D9B,1444,7923,10887,3705,3282
CD59,820,7383,10833,4750,4067
H3-3A,4735,6017,7899,3363,2790
NCOA4,2268,6719,13005,3990,3392
INF2,2988,9069,13073,4062,4266
SIDT2,2405,7598,11008,4322,4299
SEC23A,3345,7136,8260,3272,2055
TNKS1BP1,1536,8439,10885,4459,4261
MORF4L2,3143,5773,8473,3144,2332
MKI67,2735,10375,12384,1451,855
TRPV2,1680,6341,10893,3812,3671
CCT7,2791,6856,9957,3535,2653
CDC42BPB,2991,7192,8678,3456,2611
ARF1,3223,6783,10271,3073,2668
GPR107,3289,7141,9719,3316,2726
RAB11FIP5,1419,7709,12704,5187,4861
DCAF8,2831,6900,10923,3867,3288
FADS3,1047,8212,13419,4596,3854
ILF3,2434,7450,8993,3002,2120
KLHL5,1222,8447,9216,3896,1837
ZFAND3,1638,6521,11924,4552,3575
SPIN1,3074,5594,7502,3269,2016
NARS1,1876,6947,9805,3203,2739
SUN2,3372,7725,13676,4054,3671
RNPS1,3904,5678,7942,2614,2369
SYNPO,2446,7502,8611,6134,3896
SVEP1,847,5162,12692,8207,3427
TMEM184B,5514,5796,9855,3588,3242
HEXB,2674,7114,12349,4155,2404
SH3BP5,3097,7075,12502,4659,2581
CCT5,2997,7685,11190,3201,2900
ANKFY1,2155,7277,9387,3123,2051
GNS,1863,6860,11604,3827,2434
LOC479773,3510,7659,9613,3000,2368
AZIN1,3119,6731,9347,2696,1779
PDLIM7,2381,7671,9990,3860,3847
LOC480441,4616,4672,8938,3521,3252
CDC42,3156,7432,10254,3501,2499
FAM53B,1188,6035,7771,2946,1836
PCYOX1,4299,5826,10088,3594,2489
EPDR1,3016,5895,12322,4912,4350
SNX3,3217,5868,8710,3754,2507
AUTS2,2955,5664,10164,3505,3753
ZC3H7B,2712,6737,10600,3844,2677
SCARB2,4159,6353,11756,4880,3363
SSR3,3538,5898,8950,3125,2135
BACE1,3986,6810,9164,4183,2368
TMEM30A,2733,6441,9618,3411,2454
SYNE1,1841,12992,14092,4553,2666
PEG3,134,4952,5053,1678,956
ZC3H11A,3310,7128,7769,2842,2354
HDGF,2427,7450,10501,3044,2643
CYFIP1,1771,9158,11923,4455,3051
YEATS2,2588,4206,6422,1920,1499
AMPD2,2893,5828,6863,3160,2543
NEK7,1130,8900,10847,4876,4571
ME1,1924,8469,12698,4333,3377
PCNA,2635,5464,8304,2718,1551
GTF2I,3667,5127,7500,2871,1781
FLNB,2201,9829,9557,4424,1689
DCHS1,3820,6863,10943,3081,3269
CTSC,2589,7587,14675,2749,1189
RYK,2284,6827,11485,4274,3100
ECPAS,1333,8143,11939,3928,3266
PEBP1,1872,5195,9873,3612,2272
SSR4,3448,4482,7424,3491,2331
NADK,2053,8360,10886,4068,2904
RTN3,1353,5890,9806,2846,2468
MYO1E,2104,7747,11138,3666,3237
REEP5,1810,5927,11469,3969,3241
NNT,4419,7448,9013,2923,2027
H2AZ1,3711,6749,10140,2179,1698
AP2A2,1255,7704,12252,4085,3200
LOC119866625,2936,6106,9444,2816,2632
MSRB3,3121,6046,9504,3839,2553
MCM6,2128,7073,7508,1920,1037
SDC1,8330,5622,8784,2647,1656
TMEM59,5655,4400,8303,3826,3175
PDXK,1173,5817,10375,3136,2060
DDX39B,3057,4874,6635,2447,1751
TRPS1,3650,6356,8219,3147,2483
SLC12A4,2689,7195,9574,4143,3017
CRIP1,2008,7098,10078,4891,4950
ESYT2,1734,8078,11806,4247,3410
SARS1,1999,6878,9142,3781,2788
HK1,3252,6988,9769,3766,3151
UBE2Z,3740,6130,8277,3286,2388
CTSZ,8682,5902,9883,4252,3325
TPM3,2639,6423,9332,3097,2296
KTN1,1641,6856,8146,2888,1638
SEC63,2232,6211,8239,3205,2176
ACSS2,2203,4904,8908,2791,3129
SSRP1,2272,6993,8415,2649,2062
ZNF532,2050,5336,8799,3206,3556
FAM168B,2465,5255,7204,2760,1875
NCOR1,2084,5750,8633,2675,1681
PDPN,855,3597,7238,2363,2461
RAB1B,2029,6271,10311,3820,3327
LBH,2830,4929,12485,5432,4869
PUM2,2867,6215,8413,2944,2034
MIA3,1798,8563,11251,4550,2959
DAAM2,2291,4837,7578,3557,2724
EPHB3,3437,5641,7261,4834,2001
PTPRU,507,7262,10042,6851,6044
PARD3B,567,7077,13820,6542,4479
SMARCA5,3568,6585,7742,3051,2084
RAI14,7076,6596,7718,3514,2185
RAP1B,1736,7476,10416,3322,2676
SRP72,2698,6709,8948,3534,2259
ACAP2,1620,7013,8751,3060,2266
LOC479912,1824,5098,12697,5005,3228
KIDINS220,3014,8180,9561,3466,2193
HSPB1,3699,4822,9255,4799,4015
IL17RA,2470,6445,9393,3701,2980
HNRNPD,4582,6743,8075,2273,1720
TSPAN17,1446,5964,10506,2834,2233
ZMAT3,530,6396,8648,3641,1762
THRAP3,2813,6753,9021,3027,2458
GGCX,1932,6285,9267,3446,2320
HNRNPR,2849,7239,7795,2513,2103
FAP,7910,6445,11073,4374,2992
SMIM14,934,6978,10663,3993,3371
KDM4A,2430,6861,9583,3156,2542
EPB41L2,5349,7093,9135,3393,2334
GNG2,4475,3272,5467,1894,1603
ARPC1A,3641,4982,9070,2965,2385
ECE1,3249,5240,11812,3703,7191
LOC480043,2139,7365,9328,2441,1650
TM4SF1,1453,7225,13162,6089,7085
DAZAP2,2991,5961,9507,3586,2699
CPNE1,2813,5507,9341,3250,3554
SH3BGRL3,3041,5842,12126,4180,4020
FAR1,692,7791,11498,4308,2621
FAM126A,631,9247,9162,3879,2168
MGAT4B,1409,6600,12194,3064,3094
HEXA,2593,6218,10342,3342,2021
ACIN1,2314,6452,8152,2817,2382
CLPTM1,3355,6328,10285,3506,3120
CANT1,2696,5681,8146,3561,2084
GORASP2,2800,7300,7762,2822,2500
ELK4,1154,5569,9326,2921,2047
ULK2,1432,6488,9709,3166,2218
MMADHC,2814,5001,7939,2742,2245
EPB41L1,2460,5210,7833,2210,2148
LENG8,1748,5275,7114,2306,1865
LOC106557987,2912,6203,9912,4153,4106
PCNP,2122,4990,7716,2985,2072
OBSL1,1912,5508,6987,3356,2225
ACO2,4347,6880,8206,2906,2286
ACTR1A,2729,7064,9352,3302,2893
UPF1,2824,4863,7933,2610,2202
LOC609365,2679,5971,8558,3363,2372
PRKD3,2435,4654,6793,2054,1559
PLPP3,1581,6222,10764,4825,2783
RAB1A,2273,5892,8416,3017,2084
PFKL,2812,3194,4212,1852,1195
TTC7A,918,7916,10702,3304,2218
ZDHHC20,3097,5561,8618,3409,2077
MAT2A,1063,5987,9225,2739,1719
TMEM263,2619,5802,7107,3023,1703
PPP6R1,2070,5348,7919,2273,1580
NME2,3284,5731,7964,3179,2541
ZNFX1,2259,7280,9765,3358,2756
GOLGB1,2003,6822,8482,2527,2004
COL11A2,26402,30,212,79,56
SRPX,6603,6157,10926,4943,2179
SNX9,2028,6948,10935,3805,2694
KLF10,711,7020,9510,3731,2008
PACS2,2182,5941,12344,3528,2977
CBX6,1348,4294,7949,3312,2266
CLTA,1186,6942,11332,3727,2810
CAMK2D,2867,6535,9464,3282,2667
FERMT2,3004,7057,9354,4258,3047
PJA2,2006,7666,9027,3146,2470
PRPF19,1728,4661,8581,2753,1836
ATP6V1B2,1685,6602,11845,2682,1800
ITPRIP,4739,5762,10172,2583,3844
GORASP1,3413,6212,11767,3696,2844
SUN1,3082,6338,10020,3561,4072
LARP6,1051,6325,11553,4589,3617
TBCD,1590,7091,9607,3901,3234
LHFPL6,908,5837,10879,5772,4671
WSB1,1758,3631,6913,1639,1208
PRDX2,1815,4735,7436,2878,1842
CSNK1D,2329,5464,9397,3612,2951
STAU1,3003,5192,8165,2774,2237
APBB2,2573,6412,7808,3598,2384
NT5DC2,1893,7278,11344,2818,2238
SF3B2,1725,6923,9619,3498,2520
ZNF106,1485,11265,7269,2958,931
CCT8,2881,7371,8220,2798,2230
CAD,2190,7715,9288,2835,2487
PLXDC2,5691,5533,9842,4330,2541
SCARB1,2186,1535,3320,662,1005
PDCD6,5080,2612,5804,2294,2263
RXRA,2972,5141,10032,3861,2774
DYNC1I2,2303,5884,9717,3433,2631
ALDH18A1,2582,5130,7261,2839,1966
NPTN,1518,6389,8815,3311,2906
NISCH,1578,6182,9171,3336,2740
REEP3,2430,6749,10173,4143,2552
MYL12B,2381,6714,10744,4034,3148
SIN3B,1340,5868,9372,4003,3241
PTP4A2,1794,6462,9687,3420,2021
DHCR24,3310,5957,8667,1817,6429
PRSS23,1871,7272,10042,4056,3689
CAMKK2,1789,5192,7928,2778,2628
TRAM2,2940,4926,8176,4003,2503
VDAC1,1405,6503,9121,3016,2134
TACC1,2037,8206,10994,4172,2457
MGAT1,1920,6681,9059,2921,2099
KIF1B,1110,8788,9859,2776,1956
NBR1,1868,5480,9170,3151,2693
RASA3,1507,5501,8063,3018,2390
ADAM9,646,6218,10406,3141,1871
ZFP91,1338,5929,7865,2535,1584
TCF12,3668,6025,9442,2943,2362
MLEC,3642,6046,8258,2663,1703
PRG4,305,6013,8252,3573,3278
BRD9,4363,2684,5155,1250,1444
LUZP6,1762,6082,8541,3515,2256
ABCA1,733,6780,8375,1665,309
KLF4,896,5624,9924,3541,4423
PTGES3,2250,4800,9596,2586,2224
LAP3,826,6033,8839,3430,1796
KMT2D,2595,8444,9015,2437,1734
YWHAH,2366,8429,10154,3721,3827
MAGED2,4255,5451,8084,3120,2609
YARS1,1046,7929,10274,4019,2799
SMG1,2453,8145,9233,2214,1499
CNOT1,2670,7951,8352,2674,1520
SPEN,1866,7254,10690,3272,2449
AP2B1,1563,5877,10916,3338,2037
CCND2,424,3557,4288,2432,1343
ASPSCR1,2558,5885,9161,3296,2748
IRAK1,2889,5710,8583,2508,1902
SETD5,2312,5376,8846,2499,2007
RAB14,1293,6855,8517,2965,2459
BAG1,1699,6452,7975,2829,2172
PEAK1,2155,6767,9786,3321,2801
TMEM259,2075,5932,8948,3021,2343
TPX2,3137,5041,7687,1212,868
PPP1CB,3092,4727,7193,2580,1709
CUL7,2451,6289,8090,3253,3360
TRIM27,2487,7175,8873,3593,2568
SFRP4,1259,3402,4136,3157,2067
LOXL3,3458,5286,9712,3806,3753
BTG1,2311,3826,5654,1658,1796
EPN1,2436,5448,7673,2697,2095
AMOTL1,1529,6217,8559,4394,2588
PDS5A,1329,5837,7033,2387,1599
KCTD10,1824,5707,9011,3904,2632
PRELID1,2168,4699,6762,2650,1659
TLE5,3320,3995,7584,3380,3050
IMPDH1,4025,4633,7834,2553,2098
ITFG1,3090,5732,9804,3587,2595
TRPC4AP,3300,4709,7626,2759,2606
TXLNA,2818,5813,9329,3140,2347
UBE2H,2569,4884,7401,3050,2174
NUSAP1,2572,7248,9114,2307,1724
RNF145,2065,4585,8426,3199,1440
LOC119864697,3296,4578,7576,3145,2596
NID2,6185,5755,6964,2929,2461
PTPN11,1606,5989,7775,2582,1482
CCN2,2238,3147,7334,5447,14504
CHMP4B,2827,5174,9689,2973,2672
ASPH,1621,6253,10617,3803,1920
PTPA,2195,5701,9847,3555,2669
ADAM19,3268,6592,10324,3281,2671
-,1035,4261,5972,3117,2497
RILPL1,1942,5092,6844,2742,1887
PHB2,1425,5177,8183,2934,1967
TFG,1726,5599,7246,2697,2240
IRF2BPL,1059,6186,8803,3787,2798
RBBP7,2634,5885,8999,2964,2186
COPE,2769,5466,7661,2873,2501
SRSF2,2326,4860,7438,2109,1792
VGLL4,3710,6579,7493,2842,1357
SQLE,3433,4636,7776,1668,6337
SUMO2,2548,5456,7886,2736,2129
FKBP5,986,5679,8355,2914,2673
RNF130,1611,5056,7835,3536,2358
SORBS3,3064,6261,11767,4224,3308
IGFBP6,1613,5264,8482,3875,3566
FBLN5,2166,5270,10180,4586,3607
FGFR2,7512,1994,4203,921,405
HDAC5,3158,6269,8826,3409,2828
CSTB,941,5222,10689,2413,1832
USP5,1497,6004,7918,2657,2211
FAM114A1,1222,6535,8674,3313,2478
KIAA1191,1764,3688,7554,2533,1957
SCAF1,2153,5988,8612,2968,2720
GUSB,3383,5440,8307,3175,1917
CPSF1,3299,5584,7248,2823,2252
SIGMAR1,1574,4738,8785,2873,1562
CRLF1,1065,4352,6425,3735,4671
ROR2,1799,3828,7527,2758,2234
SKP1,1264,5592,7707,2640,2020
OGN,13383,2499,4473,1694,1014
TPBG,571,6355,10513,3687,2473
NOP56,2317,4122,6695,2286,1741
KLF13,1872,7960,10017,2837,2880
CNN2,2038,5658,9810,4192,3858
NSD2,1120,5123,6306,1301,847
PTPN13,4023,5721,8732,3303,1924
PCYT1A,1576,4417,7063,2688,1753
-,1508,6806,9257,2664,2510
VAPB,2425,5726,7291,2263,2026
SCAMP4,2625,6178,7761,3082,2663
MAZ,4331,4667,6435,2042,1819
TGOLN2,4034,5780,6533,2872,2064
C35H6orf62,2150,6000,7450,2765,2461
ABL1,1657,6170,8885,3199,2458
FAM102B,1542,5945,10304,3647,3304
PDGFC,351,6713,11311,3947,2638
EIF3L,2072,4814,9271,3300,2639
SLC37A2,612,5079,9954,1648,773
C1QTNF1,2360,4538,8546,3002,2163
TMEM123,1297,4200,5414,2044,1316
EIF3K,3355,4183,7908,3710,2384
ZSWIM8,2023,5657,7845,3004,2539
USP24,1930,7203,8694,2701,1693
COL5A3,993,5453,11134,3329,4941
ADGRA2,4391,5510,7207,3869,2398
LOC100684741,1910,4374,7627,3223,2739
VPS35,1603,5462,9042,2898,2089
DYNLL2,1951,3870,7824,2605,2009
TOM1L2,2200,3924,5714,1977,1795
CRABP2,2737,6390,8198,3905,2684
MEF2A,1434,7578,10170,4140,2854
MED13L,1695,6379,9150,3063,2636
HIPK3,1024,7159,7731,3124,1621
EHBP1L1,1434,7347,8553,2909,1957
C11H5orf24,1454,5441,7998,2720,1680
FDPS,2443,4161,7945,1883,5516
SLC44A2,2634,6762,8485,2817,2412
USP11,3486,4080,6861,2281,2094
TRIM2,3313,4512,6502,2673,1610
SDF4,4698,3948,8926,3013,2289
SUPT5H,2984,6276,8167,3079,2857
TPR,1797,7245,7436,2232,1519
INTS3,2404,7180,9250,3081,2169
ST13,2027,4434,8944,3025,2073
ARPC4,2913,5264,9038,2841,2252
TPM2,2288,7874,7190,2735,796
PSMB4,2306,3952,7347,2488,2191
PRKAR2A,1076,6456,8716,3158,1950
GGH,1353,5082,8149,2235,1214
CKAP5,1269,7357,8909,2052,1291
AXL,1908,9059,11937,3262,3663
CCDC8,4022,3240,5304,3632,2784
TENT5A,4932,2302,4904,1802,891
TMEM131,1821,6032,8549,2668,1620
LPGAT1,2363,7055,8506,3570,2207
APEX1,2867,4689,6713,2175,1819
ATF6,1918,6562,9208,3606,2212
SLC1A4,1585,7909,9981,4100,2990
LZTS2,2872,4275,8203,2943,2551
OCIAD1,3081,6017,7570,3201,2303
YTHDF1,3068,3942,6377,2277,1802
HM13,3867,4511,6499,2512,2317
ELK3,2996,6279,8449,2526,1713
LSM14B,2914,3553,5662,2064,1600
SLC25A24,2799,5782,8535,3086,2226
XPO1,1604,5323,7209,2111,1462
CYTH3,1602,6565,11313,3565,3659
CENPB,2390,4743,7587,2846,2518
BCAR1,2386,5096,8791,3102,2562
CBFB,3961,5149,6300,1797,1230
