gene_name,TM_PC,TM_D14,TM_D21,TM_D28,TM_D42_D14P1
LOC119866015,0,0,0,0,0
LOC486061,0,0,0,0,0
LOC100686259,0,1,0,0,0
LOC119865845,0,0,0,0,0
LOC111092294,0,0,0,0,0
PNOC,0,0,0,0,0
LOC119865942,0,0,0,0,0
STMN4,0,0,0,0,0
LOC100683968,0,0,0,0,0
LOC111092438,0,0,0,0,0
LOC102154197,0,0,0,1,0
LOC100687893,0,0,0,0,0
LOC111092439,0,0,0,0,0
LOC119865854,0,0,0,0,0
LOC119866031,0,0,0,0,0
LOC119866022,1,0,0,0,0
LOC119865814,0,0,0,0,0
MROH2A,0,0,0,0,0
LOC119865863,0,0,0,0,0
LOC111092466,0,0,0,0,0
LOC111092473,0,0,0,0,0
LOC119865867,0,0,0,0,0
LOC119865820,0,0,0,0,0
OR9S25,0,0,0,0,0
MIR149,0,0,0,0,0
NEU4,0,0,0,0,0
LOC111092707,1,0,0,0,0
LOC119866263,0,0,0,0,0
LOC111095000,0,0,0,0,0
CCDC63,0,0,0,0,0
LOC119866090,0,0,0,0,0
LOC111092584,0,0,0,0,0
LOC111092568,1,0,0,0,0
LOC102152770,0,0,0,0,0
LOC119866162,0,0,0,0,0
LOC111092666,0,0,0,0,0
LOC119866261,1,0,0,0,0
LOC119866177,0,0,0,0,0
LOC100686035,0,1,0,0,0
LOC111092586,0,0,0,0,0
LOC486307,0,0,0,0,0
LOC119866199,0,0,0,0,1
LOC119866200,0,0,0,0,0
LOC119866204,0,0,0,0,0
LOC119866206,0,0,0,0,0
SLC5A1,0,0,0,0,0
LOC486372,0,0,0,0,0
LOC119869148,0,0,0,0,0
LOC111092680,0,0,0,0,0
LOC119870231,0,0,0,0,0
LOC111092682,0,0,0,0,0
LOC119870253,0,0,0,0,0
LOC106557852,0,0,0,0,0
MIR130B,0,0,0,0,0
LOC111092581,1,0,0,0,0
LOC119866446,0,0,1,0,0
LOC102155534,0,0,0,0,0
LOC119866332,0,0,0,0,0
LOC111092891,0,0,0,0,0
FGF6,0,0,0,0,0
LOC119866329,0,0,0,0,0
LOC100684512,0,0,0,0,0
DPPA3,0,0,0,0,0
LOC119866323,0,0,0,1,0
LOC111092776,0,0,0,0,0
LOC119870274,0,0,0,0,0
LOC102153146,1,0,0,0,0
LOC111092747,0,0,0,0,0
PIK3C2G,0,0,0,0,0
SLCO1A2,0,0,0,0,0
LOC609554,0,0,0,0,0
LOC119866337,0,0,0,0,0
LOC119870263,0,0,0,0,0
LOC100684788,0,0,0,0,0
LOC111092724,0,0,0,0,0
LOC119866408,0,0,0,0,0
LOC119866479,0,0,0,0,0
LOC102156548,0,0,0,0,0
LOC111092883,0,0,0,0,0
LOC100684198,0,0,0,0,0
LOC102155686,0,0,0,0,0
LOC111092858,0,0,0,0,0
LOC119866393,0,0,0,0,0
LOC119866306,1,0,0,0,0
LOC111092749,0,0,0,0,0
LALBA,0,0,0,0,0
LOC486533,0,0,0,0,0
KRT81,0,0,0,0,1
LOC119866301,0,0,0,0,0
KRT79,1,0,0,0,0
LOC111092901,0,0,0,0,0
LOC119870259,0,0,0,0,0
LRRC18,0,0,0,0,0
LOC119866634,0,0,0,0,0
LOC119866560,0,0,0,0,0
LOC100682701,0,0,0,0,0
LOC106557975,0,0,0,0,0
LOC119866514,0,0,0,0,0
OPALIN,0,0,0,0,0
LOC111092980,0,0,0,0,0
LOC102152451,0,0,0,0,0
LOC102155135,0,0,0,0,0
LOC102155079,1,0,0,0,0
LOC111092932,0,0,0,0,0
LOC106557940,0,0,0,0,0
LOC100685043,0,0,0,0,0
LOC119866515,0,0,0,0,0
LOC102153200,0,0,0,0,0
LOC106557949,1,0,0,0,0
MIR8816,0,0,0,0,0
LOC111093075,0,0,0,0,0
LOC119866588,0,0,0,0,0
TECTB,0,0,0,0,0
LOC111092935,0,0,0,0,0
LOC111093005,0,0,0,0,0
LOC119866592,0,0,0,0,0
LOC111092953,0,0,0,0,0
PNLIPRP3,0,0,0,0,0
PNLIPRP2,0,0,0,0,0
C28H10orf82,0,0,0,0,0
LOC119866652,0,0,0,0,0
LOC111093003,0,0,0,0,0
LOC111093024,0,0,0,0,0
HMX2,0,0,0,0,0
FOXI2,0,0,0,0,0
LOC119866543,0,0,0,0,0
ALKAL1,0,0,0,0,0
LOC111093178,0,0,0,0,0
RP1,0,0,0,0,0
NRG4,0,0,0,0,0
LOC111093253,0,0,0,0,0
LOC111093157,0,0,0,0,0
LOC119866704,0,0,0,0,0
LOC119866710,0,0,0,0,0
LOC100856502,0,0,0,0,0
TRPA1,0,0,0,0,0
LOC111093104,0,0,0,0,0
LOC119866796,0,0,0,0,0
LOC111093130,0,0,0,0,0
LOC119866727,1,0,0,0,0
LOC100684013,0,0,0,0,0
LOC119866735,0,0,0,0,0
LOC111093160,0,0,0,0,0
SLC7A13,0,0,0,0,0
LOC111093220,0,0,0,0,0
LOC119866685,0,0,0,0,0
LOC119866687,0,0,0,0,0
LOC100685448,0,0,0,0,0
LOC111093215,0,0,0,0,0
LOC119866777,0,0,0,0,0
LOC111093379,0,0,0,0,0
LOC100687419,0,0,0,0,0
LOC111093264,0,0,0,1,0
TMCO5A,0,0,0,0,0
LOC119866962,1,0,0,0,0
LOC111093331,0,0,0,0,0
LOC111093265,0,0,0,0,0
LOC119866960,0,0,0,0,0
LOC100684326,0,0,0,0,0
LOC102153023,0,0,0,0,0
SLC27A2,0,0,0,0,0
LOC119866988,0,0,0,0,0
LOC100682930,0,0,0,0,0
LOC111093361,1,0,0,0,0
LOC100686356,1,0,0,0,0
GCNT3,0,0,0,0,0
LOC102157200,0,0,0,0,0
LOC119866908,0,0,0,0,0
LOC119866909,0,0,0,0,0
LOC119866846,0,0,0,0,0
LOC119866847,0,0,0,0,0
TRNAR-CCU,0,0,0,0,0
LOC119866926,0,0,0,0,0
LOC611043,0,0,1,0,0
LOC119870348,0,0,0,0,0
NR2E3,0,0,0,0,0
LOC100685547,0,0,0,0,0
LOC111091783,0,0,0,0,1
LOC100686103,0,0,0,0,0
LOC102153268,0,0,0,0,0
LOC111093429,1,0,0,0,0
LOC100684865,0,0,0,0,0
LOC100685024,0,0,0,0,0
LOC111093524,0,0,0,0,0
LOC111093455,0,0,0,0,0
LOC119867134,0,0,0,0,0
LOC111093517,0,0,0,0,0
LOC111093561,0,0,0,0,0
LOC119867131,0,0,0,0,0
TMPRSS2,0,0,0,0,0
LOC610875,0,0,0,0,0
AIRE,0,0,0,0,0
LOC100855642,0,0,0,0,0
LOC119867098,0,0,0,0,0
LOC111093665,0,0,0,0,0
LOC111093688,1,0,0,0,0
LOC111093616,0,0,0,0,0
LOC100856515,0,0,0,0,0
LOC119870370,0,0,0,0,0
LOC119867243,1,0,0,0,0
LOC106558121,0,0,0,0,0
LOC100683192,0,0,0,0,0
LOC111093611,0,0,0,0,1
LOC119867253,0,0,0,0,0
LOC119867244,0,0,0,0,0
LOC119867258,0,0,0,0,0
LOC119867149,0,0,0,0,0
LOC102156381,0,0,0,0,0
LOC100684183,0,0,0,0,0
LOC111093683,0,0,0,0,0
LOC100687190,0,0,0,0,0
LOC111093629,0,0,0,0,0
LOC102153818,1,0,0,0,0
LOC100686948,0,0,0,0,0
LOC102154908,1,0,0,0,0
LOC102157336,0,0,0,0,0
LOC119867389,1,0,0,0,0
LOC100685734,0,0,0,0,0
LOC111093705,0,0,0,0,0
LOC102155985,0,0,0,0,0
LOC119867321,1,0,0,0,0
LOC111093788,0,0,0,0,0
LOC111093701,0,0,0,0,0
LOC100685578,0,0,0,0,0
MIR6529,0,0,0,0,0
ILDR1,0,0,0,0,0
TRNAK-CUU,0,0,0,0,0
LOC111093708,1,0,0,0,0
LOC119867349,0,0,0,0,0
ZDHHC19,0,0,0,0,0
LOC119867355,0,0,0,0,0
LOC119867417,0,0,0,0,0
LOC102154640,0,0,0,0,0
LOC111093915,1,0,0,0,0
LOC111093882,0,0,0,0,0
LOC111093872,0,0,0,0,0
LOC106558198,0,0,0,0,0
LOC119867550,0,0,0,0,0
LOC119867573,0,0,0,0,0
LOC102152005,0,0,0,0,0
KNG1,0,0,0,0,0
LOC111093901,0,0,0,0,0
LOC119867508,0,0,0,0,1
CLDN16,0,0,0,0,0
LOC111093917,0,0,0,0,1
LOC100682894,0,0,0,0,0
LOC111093890,0,0,0,0,0
LOC102153922,0,0,0,0,0
LOC102153163,0,0,0,0,0
LOC111093940,0,0,0,0,0
LOC102151672,0,0,0,0,0
LOC102152454,1,0,0,0,0
LOC111093888,0,0,0,0,0
LOC111093894,0,0,0,0,0
LOC111093930,1,0,0,0,0
LOC111093852,1,0,0,0,0
LOC111093866,0,0,0,0,0
LOC111094030,0,0,0,0,0
LOC119870428,0,0,0,0,0
LOC111094051,0,0,0,0,0
LOC119867637,0,0,0,0,0
LOC106558273,0,0,0,0,0
LOC111093985,0,0,0,0,0
LOC102154208,0,0,0,0,0
LOC102155370,0,0,0,0,0
LOC111094042,0,0,0,0,0
LOC100685291,0,0,0,0,0
LOC102154515,1,0,0,0,0
LOC119867617,0,0,0,0,0
LOC106558255,0,0,0,0,0
LOC106558263,1,0,0,0,0
LOC100688952,0,0,0,0,0
LOC111094009,0,0,0,0,0
LOC119867682,0,0,0,0,0
H3C8,0,0,0,0,0
LOC119867713,0,0,0,0,0
TRNAV-CAC,0,0,0,0,0
LOC106558246,0,0,0,0,0
TRNAV-CAC,0,0,0,0,0
TRNAK-UUU,0,0,0,0,0
TRNAL-CAA,0,0,0,0,0
H4C11,0,0,0,0,0
LOC100684671,0,0,0,0,0
TRNAT-CGU,0,0,0,0,0
TRNAF-GAA,0,0,0,0,0
TRNAR-CCG,1,0,0,0,0
LOC119867759,0,0,0,0,0
TRNAM-CAU,1,0,0,0,0
TRNAA-CGC,0,0,0,0,0
LOC102152599,1,0,0,0,0
LOC111094221,0,0,0,0,0
LOC119867811,0,0,0,0,0
LOC119867865,0,0,0,0,0
LOC111094188,0,0,0,0,0
TBR1,0,0,0,0,0
LOC102154380,1,0,0,0,0
LOC111094196,0,0,0,0,0
LOC111094253,0,0,0,0,0
LOC111094269,0,0,0,0,0
LOC111094207,0,0,0,0,0
LOC119867843,0,0,0,0,0
LOC119867847,0,0,0,0,0
LOC119867798,0,0,0,0,0
NEUROD1,0,0,0,0,0
LOC119870438,0,0,0,0,0
LOC111094299,0,0,0,0,0
LOC100855734,0,0,0,0,0
LOC119867855,0,0,0,0,0
LOC111094256,0,0,0,0,0
LOC106558296,0,0,0,0,0
LOC100684762,0,0,1,0,0
LOC102153434,0,0,0,0,0
LOC111094381,0,0,0,0,0
LOC119867928,0,0,0,0,0
LOC100684200,0,0,1,0,0
LOC111094458,0,0,0,0,0
LOC102153938,0,0,0,0,0
LOC119867976,0,0,0,0,0
LOC119870464,0,0,0,0,0
LOC111094347,0,0,0,0,0
DYTN,0,0,0,0,0
LOC119867994,0,0,0,0,0
LOC100684577,0,0,0,0,0
LOC111094318,1,0,0,0,0
LOC111094455,0,0,0,0,0
MARCHF4,0,0,0,0,0
LOC102155329,0,0,0,0,0
LOC119867903,0,0,0,0,0
LOC119867904,1,0,0,0,0
MIR26B,0,0,0,0,0
LOC119867962,0,0,0,0,0
MIR1840,0,0,0,0,0
SCG2,1,0,0,0,0
REN,0,0,0,0,0
TRNAK-UUU,0,0,0,0,0
LEMD1,0,0,0,0,0
LOC100855484,1,0,0,0,0
LOC102155620,0,0,0,0,0
LOC111094548,0,0,0,0,0
LOC119868040,0,0,0,0,0
LOC102153872,0,0,0,0,0
LOC119868057,0,0,0,0,0
CCDC190,0,0,0,0,0
TRNAD-GUC,1,0,0,0,0
TRNAE-CUC,0,0,0,0,0
TRNAE-UUC,0,0,0,0,0
LOC119868075,0,0,0,0,0
CCDC185,0,0,0,0,0
ARSF,0,0,0,0,0
LOC111094843,0,0,0,0,0
LOC119868153,0,0,0,0,0
GLRA2,0,0,0,0,0
LOC111094719,0,0,0,0,0
LOC612517,0,0,0,0,0
LOC119870481,0,0,0,0,0
GATA1,1,0,0,0,0
LOC100688915,0,0,0,0,0
AKAP4,0,0,0,0,0
LOC119868434,1,0,0,0,0
LOC111094696,0,0,0,0,0
LOC100688088,0,0,0,0,0
LOC106558372,0,0,0,0,0
MAGEB4,0,0,0,0,0
LOC111094795,0,0,0,0,0
LOC102154154,0,0,0,0,0
LOC100856781,0,0,0,0,0
LOC100682803,0,0,0,0,0
ASB12,1,0,0,0,0
LOC100686882,0,0,0,0,0
LOC100686007,0,0,1,0,0
LOC111094939,0,0,0,0,0
AWAT2,0,0,0,0,0
OTUD6A,0,0,0,0,0
LOC119870530,0,0,0,0,0
CXHXorf65,0,0,0,0,0
LOC106558461,0,0,0,0,0
LOC119870483,1,0,0,0,0
ZCCHC13,0,0,0,0,0
GPR174,0,0,0,0,0
LOC100688917,0,0,0,0,0
LOC111094821,0,0,0,0,0
LOC609805,0,0,0,0,1
LOC492050,0,0,0,0,0
GLRA4,1,0,0,0,0
LOC119870571,0,0,0,0,0
LOC106558453,0,0,0,0,0
LOC106558467,0,0,0,0,0
RTL4,0,0,0,0,0
LOC119868664,0,0,0,0,0
LOC119870497,0,0,0,0,0
LOC492081,0,0,0,0,0
LOC111094837,0,0,1,0,0
LOC119868506,0,0,0,0,0
LOC119868707,0,0,0,0,0
LOC100688640,0,0,0,0,0
TENM1,0,0,0,0,0
PRR32,0,0,0,0,0
LOC611430,0,0,1,0,0
LOC111094836,0,0,0,0,0
USP26,0,0,0,1,0
LOC100686507,0,0,0,0,0
LOC100687528,0,0,0,0,0
LOC611979,0,0,0,0,0
LOC492173,0,0,0,0,0
LOC119868528,0,0,0,0,0
LOC612108,1,0,0,0,0
SLITRK4,0,0,0,0,0
FMR1NB,0,0,0,0,0
MIR2114,0,0,0,0,0
LOC111094960,0,0,0,0,0
LOC102152370,0,0,0,0,0
LOC119868696,0,0,0,0,0
LOC119868657,0,0,0,0,0
-,0,0,0,0,0
LOC119870369,0,0,0,0,0
LOC102151484,0,0,0,0,0
LOC100685702,0,0,0,0,0
LOC119870385,0,0,0,0,0
TRNAQ-UUG,0,0,0,0,0
LOC119870619,0,0,0,0,0
LOC119870460,0,0,0,0,0
LOC111092007,0,0,0,0,0
LOC119870620,0,0,0,0,0
LOC102155992,0,0,0,0,0
LOC111090560,0,0,0,0,0
LOC119875935,0,0,0,0,0
LOC111092037,0,0,0,0,0
LOC119870622,0,0,0,0,0
LOC119870623,0,0,0,0,0
LOC111092046,0,0,0,0,0
LOC119870694,0,0,0,0,0
LOC111092121,0,0,0,0,0
LOC111090561,0,0,0,0,0
LOC111090563,0,0,0,0,0
LOC111092137,0,0,0,0,0
LOC111099015,0,0,0,0,0
LOC119869905,0,0,0,0,0
LOC119870626,0,0,0,0,0
LOC111090565,0,0,0,0,0
LOC111092546,0,0,0,0,0
LOC119869871,0,0,0,0,0
LOC111092948,0,0,0,0,0
LOC111092970,0,0,0,0,0
LOC111090572,0,0,0,0,0
TRNAA-UGC,0,0,0,0,0
LOC100685303,0,0,0,0,0
LOC111093124,0,0,0,0,0
LOC100856140,0,0,0,0,0
LOC100685755,0,0,0,0,0
LOC111090553,0,0,0,0,0
LOC111090576,0,0,0,0,0
LOC111090579,0,0,0,0,0
LOC100685067,0,0,0,0,0
LOC111090580,0,0,0,0,0
LOC102152669,0,0,0,0,0
LOC106559414,0,0,0,0,0
LOC102152482,0,0,0,0,0
LOC100856283,0,0,0,0,0
LOC119870700,0,0,0,0,0
LOC102156226,0,0,0,0,0
LOC111090592,0,0,0,0,0
LOC483943,0,0,0,0,0
LOC100686719,0,0,0,0,0
LOC111090594,0,0,0,0,0
LOC483946,0,0,0,0,0
LOC483947,0,0,0,0,0
LOC119870629,0,0,0,0,0
LOC119870085,0,0,0,0,0
LOC100686966,0,0,0,0,0
LOC102154255,0,0,0,0,0
LOC119869888,0,0,0,0,0
LOC111090601,0,0,0,0,0
LOC100684751,0,0,0,0,0
LOC119870704,0,0,0,0,0
LOC111093764,0,0,0,0,0
LOC119878149,0,0,0,0,0
LOC111093811,0,0,0,0,0
LOC111093874,0,0,0,0,0
LOC111093968,0,0,0,0,0
LOC119870631,0,0,0,0,0
LOC111094496,0,0,0,0,0
LOC119870707,0,0,0,0,0
LOC100687530,0,0,0,0,0
LOC102155763,0,0,0,0,0
LOC119869845,0,0,0,0,0
LOC119870634,0,0,0,0,0
LOC100682754,0,0,0,0,0
LOC111090609,0,0,0,0,0
LOC111094787,0,0,0,0,0
LOC119870711,0,0,0,0,0
LOC119870712,0,0,0,0,0
LOC119870635,0,0,0,0,0
LOC111094796,0,0,0,0,0
LOC119870714,0,0,0,0,0
LOC119870713,0,0,0,0,0
LOC119870715,0,0,0,0,0
LOC111090610,0,0,0,0,0
LOC119869959,0,0,0,0,0
LOC100688146,0,0,0,0,0
LOC483960,0,0,0,0,0
LOC119869907,0,0,0,0,0
LOC100688291,0,0,0,0,0
LOC119869864,0,0,0,0,0
LOC119870716,0,0,0,0,0
LOC119869927,0,0,0,0,0
GRP,0,0,0,0,0
LOC119869880,0,0,0,0,0
MIR122,0,0,0,0,0
LOC111097471,0,0,0,0,0
LOC119870722,0,0,0,0,0
ST8SIA3,0,0,0,0,0
LOC111095152,0,0,0,0,0
LOC111095155,0,0,0,0,0
LOC111090613,0,0,0,0,0
LOC111090614,0,0,0,0,0
LOC119870639,0,0,0,0,0
LOC111090615,0,0,0,0,0
LOC102153337,0,0,0,0,0
LOC119870640,0,0,0,0,0
LOC119870641,0,0,0,0,0
LOC119869910,0,0,0,0,0
LOC102154621,0,0,0,0,0
LOC119870642,0,0,0,0,0
LOC119869846,0,0,0,0,0
LOC119869925,0,0,0,0,0
LOC119869917,0,0,0,0,0
LOC106558192,0,0,0,0,0
LOC111090624,0,0,0,0,0
LOC100683470,0,0,0,0,0
LOC106559494,0,0,0,0,0
LOC111095203,0,0,0,0,0
LOC119869847,0,0,0,0,0
LOC119870725,0,0,0,0,0
LOC119870726,0,0,0,0,0
LOC106559532,0,0,0,0,0
LOC111095227,0,0,0,0,0
MC2R,0,0,0,0,0
LOC119869954,0,0,0,0,0
LOC119870646,0,0,0,0,0
LOC119869889,0,0,0,0,0
LOC119870647,0,0,0,0,0
TAAR5,0,0,0,0,0
TAAR4,0,0,0,0,0
LOC100686959,0,0,0,0,0
VNN3,0,0,0,0,0
LOC111095273,0,0,0,0,0
LOC476208,0,0,0,0,0
LOC119870732,0,0,0,0,0
LOC111095280,0,0,0,0,0
LOC111095294,0,0,0,0,0
LOC100684703,0,0,0,0,0
LOC102156588,0,0,0,0,0
LOC119869957,0,0,0,0,0
LOC611353,0,0,0,0,0
TCF21,0,0,0,0,0
LOC119870649,0,0,0,0,0
LOC119869951,0,0,0,0,0
LOC119869853,0,0,0,0,0
LOC119870650,0,0,0,0,0
LOC106558449,0,0,0,0,0
LOC111095317,0,0,0,0,0
LOC100684930,0,0,0,0,0
LOC119870734,0,0,0,0,0
LOC102152959,0,0,0,0,0
LOC100856045,0,0,0,0,0
LOC111090644,0,0,0,0,0
LOC119870738,0,0,0,0,0
LOC119869884,0,0,0,0,0
LOC100685599,0,0,0,0,0
OLIG3,0,0,0,0,0
LOC111090650,0,0,0,0,0
LOC100685756,0,0,0,0,0
LOC111090653,0,0,0,0,0
LOC119870653,0,0,0,0,0
LOC102156831,0,0,0,0,0
LOC111095455,0,0,0,0,0
LOC106558606,0,0,0,0,0
LOC111090654,0,0,0,0,0
LOC611622,0,0,0,0,0
LOC106558957,0,0,0,0,0
LOC106558612,0,0,0,0,0
LOC102157010,0,0,0,0,0
LOC100686429,0,0,0,0,0
GJE1,0,0,0,0,0
LOC100686509,0,0,0,0,0
LOC100856282,0,0,0,0,0
LOC111090656,0,0,0,0,0
LOC111090660,0,0,0,0,0
LOC119870688,0,0,0,0,0
LOC100687865,0,0,0,0,0
TRNAL-UAA,0,0,0,0,0
LOC100856481,0,0,0,0,0
LOC119869934,0,0,0,0,0
LOC119869876,0,0,0,0,0
LOC611761,0,0,0,0,0
LOC119870748,0,0,0,0,0
LOC111095602,0,0,0,0,0
LOC100688092,0,0,0,0,0
LOC111095614,0,0,0,0,0
GRM1,0,0,0,0,0
LOC102154181,0,0,0,0,0
LOC102157054,0,0,0,0,0
LOC111095623,0,0,0,0,0
ADGB,0,0,0,0,0
LOC111098512,0,0,0,0,0
LOC100688424,0,0,0,0,0
LOC111095675,0,0,0,0,0
LOC111095701,0,0,0,0,0
LOC111095723,0,0,0,0,0
RAET1E,0,0,0,0,0
LOC111090672,0,0,0,0,0
LOC119869886,0,0,0,0,0
LOC100682576,0,0,0,0,0
LOC119869949,0,0,0,0,0
IYD,0,0,0,0,0
LOC111095760,0,0,0,0,0
LOC119870753,0,0,0,0,0
LOC102151483,0,0,0,0,0
VIP,0,0,0,0,0
LOC111090675,0,0,0,0,0
LOC111097878,0,0,0,0,0
OPRM1,0,0,0,0,0
LOC119869848,0,0,0,0,0
LOC119869885,0,0,0,0,0
MIR8873B,0,0,0,0,0
LOC111095813,0,0,0,0,0
LOC102152984,0,0,0,0,0
LOC100684752,0,0,0,0,0
LOC102153338,0,0,0,0,0
LOC119869961,0,0,0,0,0
LOC100685066,0,0,0,0,0
LOC119869898,0,0,0,0,0
LOC119881479,0,0,0,0,0
LOC119869955,0,0,0,0,0
LOC111090685,0,0,0,0,0
LOC111090687,0,0,0,0,0
LOC119870766,0,0,0,0,0
LOC111095932,0,0,0,0,0
LOC111095931,0,0,0,0,0
LOC119870664,0,0,0,0,0
LOC119870665,0,0,0,0,0
LOC111090691,0,0,0,0,0
LOC111095940,0,0,0,0,0
LOC106559700,0,0,0,0,0
LOC100684782,0,0,0,0,0
LOC119870666,0,0,0,0,0
LOC119870150,0,0,0,0,0
TBXT,0,0,0,0,0
LOC119869870,0,0,0,0,0
LOC484082,0,0,0,0,0
LOC111095973,0,0,0,0,0
LOC111090695,0,0,0,0,0
LOC111095985,0,0,0,0,0
LOC106559705,0,0,0,0,0
LOC119870668,0,0,0,0,0
LOC111095989,0,0,0,0,0
LOC119870159,0,0,0,0,0
LOC111090696,0,0,0,0,0
LOC102153755,0,0,0,0,0
LOC119870670,0,0,0,0,0
LOC119870773,0,0,0,0,0
LOC484089,0,0,0,0,0
LOC111090701,0,0,0,0,0
LOC100686510,0,0,0,0,0
GPRC6A,0,0,0,0,0
LOC111090702,0,0,0,0,0
LOC100686987,0,0,0,0,0
LOC100687071,0,0,0,0,0
LOC111096073,0,0,0,0,0
LOC111096082,0,0,0,0,0
LOC119869945,0,0,0,0,0
LOC111096167,0,0,0,0,0
LOC111098530,0,0,0,0,0
LOC100687227,0,0,0,0,0
LOC102156986,0,0,0,0,0
LOC100687379,0,0,0,0,0
LOC119870782,0,0,0,0,0
LOC119870783,0,0,0,0,0
LOC119876504,0,0,0,0,0
LOC119869902,0,0,0,0,0
LOC119870672,0,0,0,0,0
LOC111096174,0,0,0,0,0
LOC119869937,0,0,0,0,0
LOC111096173,0,0,0,0,0
LOC119869878,0,0,0,0,0
LOC111096172,0,0,0,0,0
LOC119870673,0,0,0,0,0
LOC484108,0,0,0,0,0
LOC106559720,0,0,0,0,0
LOC119870674,0,0,0,0,0
LOC111096208,0,0,0,0,0
LOC102152099,0,0,0,0,0
LOC111096209,0,0,0,0,0
TRNAK-CUU,0,0,0,0,0
LOC111098237,0,0,0,0,0
LOC119869890,0,0,0,0,0
LOC119869929,0,0,0,0,0
LOC100688589,0,0,0,0,0
LOC100684322,0,0,0,0,0
LOC100688798,0,0,0,0,0
TRNAE-CUC,0,0,0,0,0
LOC111096224,0,0,0,0,0
LOC119869935,0,0,0,0,0
LOC100682630,0,0,0,0,0
LOC111096229,0,0,0,0,0
LOC119869882,0,0,0,0,0
LOC119869894,0,0,0,0,0
LOC111096255,0,0,0,0,0
LOC100684835,0,0,0,0,0
C1H6orf58,0,0,0,0,0
LOC111096260,0,0,0,0,0
LOC612694,0,0,0,0,0
LOC119869863,0,0,0,0,0
THEMIS,0,0,0,0,0
LOC100683269,0,0,0,0,0
LOC111096277,0,0,0,0,0
LOC111090714,0,0,0,0,0
TMEM244,0,0,0,0,0
LOC119864853,0,0,0,0,0
LOC106559769,0,0,0,0,0
LOC119865182,0,0,0,0,0
LOC119870799,0,0,0,0,0
LOC606788,0,0,0,0,0
FAM240B,0,0,0,0,0
LOC119869879,0,0,0,0,0
LOC119870805,0,0,0,0,0
LOC119869850,0,0,0,0,0
LOC119869862,0,0,0,0,0
LOC111090716,0,0,0,0,0
LOC119869858,0,0,0,0,0
LOC111090717,0,0,0,0,0
LOC119866365,0,0,0,0,0
MIR27B,0,0,0,0,0
MIR23B,0,0,0,0,0
LOC100688687,0,0,0,0,0
CTSL3,0,0,0,0,0
LOC100688819,0,0,0,0,0
LOC119870814,0,0,0,0,0
LOC111096369,0,0,0,0,0
LOC119866716,0,0,0,0,0
LOC111096374,0,0,0,0,0
LOC100682577,0,0,0,0,0
LOC119867029,0,0,0,0,0
LOC119867103,0,0,0,0,0
LOC111096434,0,0,0,0,0
LOC102157016,0,0,0,0,0
LOC119867318,0,0,0,0,0
LOC119869942,0,0,0,0,0
LOC119870817,0,0,0,0,0
LOC111098585,0,0,0,0,0
LOC119870819,0,0,0,0,0
LOC111090725,0,0,0,0,0
LOC102151355,0,0,0,0,0
LOC100684008,0,0,0,0,0
LOC111096570,0,0,0,0,0
LOC111096569,0,0,0,0,0
LOC111096568,0,0,0,0,0
LOC111096571,0,0,0,0,0
LOC100684363,0,0,0,0,0
LOC119877647,0,0,0,0,0
LOC111096586,0,0,0,0,0
LOC111096588,0,0,0,0,0
LOC119869881,0,0,0,0,0
LOC111090728,0,0,0,0,0
LOC100686028,0,0,0,0,0
LOC119863956,0,0,0,0,0
LOC111090731,0,0,0,0,0
LOC111090733,0,0,0,0,0
LOC111096618,0,0,0,0,0
LOC119869318,0,0,0,0,0
LOC100684877,0,0,0,0,0
LOC111096622,0,0,0,0,0
LOC111096629,0,0,0,0,0
LOC111096633,0,0,0,0,0
LOC100856729,0,0,0,0,0
LOC119869960,0,0,0,0,0
LOC111096676,0,0,0,0,0
LOC100685934,0,0,0,0,0
LOC119869841,0,0,0,0,0
LOC100686852,0,0,0,0,0
LOC119869948,0,0,0,0,0
LOC102152841,0,0,0,0,0
LOC119870225,0,0,0,0,0
LOC111096689,0,0,0,0,0
LOC106559319,0,0,0,0,0
LOC111096698,0,0,0,0,0
LOC102153050,0,0,0,0,0
TMC1,0,0,0,0,0
LOC119869857,0,0,0,0,0
LOC119869915,0,0,0,0,0
MIR204,0,0,0,0,0
LOC119869936,0,0,0,0,0
LOC100685359,0,0,0,0,0
LOC111096760,0,0,0,0,0
LOC111096775,0,0,0,0,0
LOC119869941,0,0,0,0,0
LOC119870226,0,0,0,0,0
LOC111096817,0,0,0,0,0
LOC119869582,0,0,0,0,0
LOC100686886,0,0,0,0,0
KCNV2,0,0,0,0,0
LOC102152101,0,0,0,0,0
LOC102152915,0,0,0,0,0
LOC111096950,0,0,0,0,0
LOC119870844,0,0,0,0,0
LOC111096948,0,0,0,0,0
LOC111090783,0,0,0,0,0
LOC119869883,0,0,0,0,0
LOC119869873,0,0,0,0,0
LOC119870849,0,0,0,0,0
LOC102155374,0,0,0,0,0
LOC111096991,0,0,0,0,0
LOC111090786,0,0,0,0,0
LOC119869682,0,0,0,0,0
LOC111096995,0,0,0,0,0
LOC102155456,0,0,0,0,0
LOC111096997,0,0,0,0,0
LOC102153005,0,0,0,0,0
LOC119869691,0,0,0,0,0
LOC106559506,0,0,0,0,0
LOC111097044,0,0,0,0,0
LOC111097047,0,0,0,0,0
LOC102156486,0,0,0,0,0
LOC111090788,0,0,0,0,0
LOC111097050,0,0,0,0,0
LOC106559328,0,0,0,0,0
